gene_id	gene_name	description	biotype	logFC	logCPM	LR	PValue	FDR
ENSG00000163661	PTX3	pentraxin 3, long [Source:HGNC Symbol;Acc:HGNC:9692]	protein_coding	-3.9668859	 9.059265	1.760e+03	 0.000e+00	 0.000e+00
ENSG00000162458	FBLIM1	filamin binding LIM protein 1 [Source:HGNC Symbol;Acc:HGNC:24686]	protein_coding	-3.8828763	 7.085264	1.492e+03	 0.000e+00	 0.000e+00
ENSG00000124440	HIF3A	hypoxia inducible factor 3, alpha subunit [Source:HGNC Symbol;Acc:HGNC:15825]	protein_coding	-3.8274803	 6.117655	1.509e+03	 0.000e+00	 0.000e+00
ENSG00000136235	GPNMB	glycoprotein (transmembrane) nmb [Source:HGNC Symbol;Acc:HGNC:4462]	protein_coding	-3.8195312	 6.705546	1.494e+03	 0.000e+00	 0.000e+00
ENSG00000183010	PYCR1	pyrroline-5-carboxylate reductase 1 [Source:HGNC Symbol;Acc:HGNC:9721]	protein_coding	-3.8143420	 5.749455	1.517e+03	 0.000e+00	 0.000e+00
ENSG00000095303	PTGS1	prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase) [Source:HGNC Symbol;Acc:HGNC:9604]	protein_coding	-3.7869896	 8.194394	1.512e+03	 0.000e+00	 0.000e+00
ENSG00000132274	TRIM22	tripartite motif containing 22 [Source:HGNC Symbol;Acc:HGNC:16379]	protein_coding	-3.7869773	 5.181304	1.502e+03	 0.000e+00	 0.000e+00
ENSG00000136732	GYPC	glycophorin C (Gerbich blood group) [Source:HGNC Symbol;Acc:HGNC:4704]	protein_coding	-3.7820418	 5.612363	1.720e+03	 0.000e+00	 0.000e+00
ENSG00000091986	CCDC80	coiled-coil domain containing 80 [Source:HGNC Symbol;Acc:HGNC:30649]	protein_coding	-3.6796213	10.179611	2.036e+03	 0.000e+00	 0.000e+00
ENSG00000162849	KIF26B	kinesin family member 26B [Source:HGNC Symbol;Acc:HGNC:25484]	protein_coding	-3.5477471	 6.303637	1.722e+03	 0.000e+00	 0.000e+00
ENSG00000166741	NNMT	nicotinamide N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:7861]	protein_coding	-3.5415475	 7.519377	1.535e+03	 0.000e+00	 0.000e+00
ENSG00000116774	OLFML3	olfactomedin-like 3 [Source:HGNC Symbol;Acc:HGNC:24956]	protein_coding	-3.3578517	 6.709387	1.646e+03	 0.000e+00	 0.000e+00
ENSG00000166250	CLMP	CXADR-like membrane protein [Source:HGNC Symbol;Acc:HGNC:24039]	protein_coding	-3.3050256	 6.715279	1.675e+03	 0.000e+00	 0.000e+00
ENSG00000182752	PAPPA	pregnancy-associated plasma protein A, pappalysin 1 [Source:HGNC Symbol;Acc:HGNC:8602]	protein_coding	-3.7795760	 6.693841	1.473e+03	2.717e-322	1.044e-319
ENSG00000178773	CPNE7	copine VII [Source:HGNC Symbol;Acc:HGNC:2320]	protein_coding	-5.1557223	 6.173153	1.443e+03	8.643e-316	3.225e-313
ENSG00000189320	FAM180A	family with sequence similarity 180, member A [Source:HGNC Symbol;Acc:HGNC:33773]	protein_coding	-5.5010386	 3.761805	1.411e+03	1.087e-308	3.944e-306
ENSG00000084710	EFR3B	EFR3 homolog B (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:29155]	protein_coding	 6.3107362	 3.566729	1.406e+03	8.163e-308	2.881e-305
ENSG00000106948	AKNA	AT-hook transcription factor [Source:HGNC Symbol;Acc:HGNC:24108]	protein_coding	-3.5332827	 5.163054	1.402e+03	6.364e-307	2.187e-304
ENSG00000130707	ASS1	argininosuccinate synthase 1 [Source:HGNC Symbol;Acc:HGNC:758]	protein_coding	-4.1312719	 5.640000	1.376e+03	3.392e-301	1.136e-298
ENSG00000156486	KCNS2	potassium voltage-gated channel, delayed-rectifier, subfamily S, member 2 [Source:HGNC Symbol;Acc:HGNC:6301]	protein_coding	-7.2459655	 3.342637	1.351e+03	1.090e-295	3.557e-293
ENSG00000139278	GLIPR1	GLI pathogenesis-related 1 [Source:HGNC Symbol;Acc:HGNC:17001]	protein_coding	-4.0744546	 5.150003	1.323e+03	1.206e-289	3.842e-287
ENSG00000078098	FAP	fibroblast activation protein, alpha [Source:HGNC Symbol;Acc:HGNC:3590]	protein_coding	-4.0065370	 5.857564	1.320e+03	4.391e-289	1.366e-286
ENSG00000067798	NAV3	neuron navigator 3 [Source:HGNC Symbol;Acc:HGNC:15998]	protein_coding	-4.6859451	 4.654538	1.319e+03	8.868e-289	2.693e-286
ENSG00000184922	FMNL1	formin-like 1 [Source:HGNC Symbol;Acc:HGNC:1212]	protein_coding	-5.9433830	 3.353042	1.310e+03	6.446e-287	1.913e-284
ENSG00000172935	MRGPRF	MAS-related GPR, member F [Source:HGNC Symbol;Acc:HGNC:24828]	protein_coding	-5.4923096	 3.806236	1.309e+03	1.598e-286	4.638e-284
ENSG00000101255	TRIB3	tribbles pseudokinase 3 [Source:HGNC Symbol;Acc:HGNC:16228]	protein_coding	-3.1659547	 6.997544	1.304e+03	1.323e-285	3.755e-283
ENSG00000162493	PDPN	podoplanin [Source:HGNC Symbol;Acc:HGNC:29602]	protein_coding	-3.7035619	 4.382495	1.251e+03	6.386e-274	1.774e-271
ENSG00000134363	FST	follistatin [Source:HGNC Symbol;Acc:HGNC:3971]	protein_coding	-4.4910680	 3.729184	1.249e+03	1.614e-273	4.393e-271
ENSG00000146122	DAAM2	dishevelled associated activator of morphogenesis 2 [Source:HGNC Symbol;Acc:HGNC:18143]	protein_coding	-3.3990083	 5.038044	1.246e+03	7.484e-273	1.995e-270
ENSG00000132386	SERPINF1	serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 1 [Source:HGNC Symbol;Acc:HGNC:8824]	protein_coding	-3.3760807	 7.300937	1.243e+03	2.701e-272	7.056e-270
ENSG00000183671	GPR1	G protein-coupled receptor 1 [Source:HGNC Symbol;Acc:HGNC:4463]	protein_coding	-4.5670577	 3.758879	1.231e+03	1.338e-269	3.426e-267
ENSG00000074657	ZNF532	zinc finger protein 532 [Source:HGNC Symbol;Acc:HGNC:30940]	protein_coding	-3.4925745	 4.970071	1.226e+03	1.671e-268	4.197e-266
ENSG00000167617	CDC42EP5	CDC42 effector protein (Rho GTPase binding) 5 [Source:HGNC Symbol;Acc:HGNC:17408]	protein_coding	-4.6376267	 4.262566	1.221e+03	1.327e-267	3.270e-265
ENSG00000138061	CYP1B1	cytochrome P450, family 1, subfamily B, polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:2597]	protein_coding	-5.0984890	 6.139353	1.199e+03	1.108e-262	2.680e-260
ENSG00000153885	KCTD15	potassium channel tetramerization domain containing 15 [Source:HGNC Symbol;Acc:HGNC:23297]	protein_coding	-3.4460067	 5.043592	1.187e+03	4.425e-260	1.051e-257
ENSG00000176971	FIBIN	fin bud initiation factor homolog (zebrafish) [Source:HGNC Symbol;Acc:HGNC:33747]	protein_coding	-3.2746020	 4.846950	1.177e+03	6.110e-258	1.425e-255
ENSG00000110446	SLC15A3	solute carrier family 15 (oligopeptide transporter), member 3 [Source:HGNC Symbol;Acc:HGNC:18068]	protein_coding	-5.2185972	 3.502928	1.175e+03	1.799e-257	4.123e-255
ENSG00000198542	ITGBL1	integrin, beta-like 1 (with EGF-like repeat domains) [Source:HGNC Symbol;Acc:HGNC:6164]	protein_coding	-3.5952809	 6.261116	1.171e+03	1.425e-256	3.208e-254
ENSG00000049540	ELN	elastin [Source:HGNC Symbol;Acc:HGNC:3327]	protein_coding	-6.3835017	 3.857256	1.151e+03	3.097e-252	6.856e-250
ENSG00000197646	PDCD1LG2	programmed cell death 1 ligand 2 [Source:HGNC Symbol;Acc:HGNC:18731]	protein_coding	-4.7919779	 3.828208	1.144e+03	8.806e-251	1.917e-248
ENSG00000189129	PLAC9	placenta-specific 9 [Source:HGNC Symbol;Acc:HGNC:19255]	protein_coding	-3.9703941	 3.904897	1.144e+03	1.154e-250	2.472e-248
ENSG00000242265	PEG10	paternally expressed 10 [Source:HGNC Symbol;Acc:HGNC:14005]	protein_coding	 2.7584559	 7.649397	1.143e+03	1.222e-250	2.574e-248
ENSG00000117228	GBP1	guanylate binding protein 1, interferon-inducible [Source:HGNC Symbol;Acc:HGNC:4182]	protein_coding	-4.3070251	 5.098865	1.124e+03	2.098e-246	4.348e-244
ENSG00000119681	LTBP2	latent transforming growth factor beta binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6715]	protein_coding	-3.3865810	 7.915309	1.121e+03	1.040e-245	2.122e-243
ENSG00000117122	MFAP2	microfibrillar-associated protein 2 [Source:HGNC Symbol;Acc:HGNC:7033]	protein_coding	-5.0956475	 3.996635	1.105e+03	2.933e-242	5.894e-240
ENSG00000196517	SLC6A9	solute carrier family 6 (neurotransmitter transporter, glycine), member 9 [Source:HGNC Symbol;Acc:HGNC:11056]	protein_coding	-3.3899080	 4.508512	1.093e+03	1.179e-239	2.333e-237
ENSG00000169418	NPR1	natriuretic peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:7943]	protein_coding	-3.2612100	 4.866857	1.092e+03	2.192e-239	4.272e-237
ENSG00000167680	SEMA6B	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B [Source:HGNC Symbol;Acc:HGNC:10739]	protein_coding	-5.7637604	 3.494061	1.087e+03	1.956e-238	3.757e-236
ENSG00000174348	PODN	podocan [Source:HGNC Symbol;Acc:HGNC:23174]	protein_coding	-2.6554169	 6.876771	1.083e+03	1.578e-237	2.987e-235
ENSG00000225614	ZNF469	zinc finger protein 469 [Source:HGNC Symbol;Acc:HGNC:23216]	protein_coding	-3.4800937	 6.081540	1.079e+03	1.184e-236	2.209e-234
ENSG00000111371	SLC38A1	solute carrier family 38, member 1 [Source:HGNC Symbol;Acc:HGNC:13447]	protein_coding	-3.1279802	 6.295841	1.071e+03	7.065e-235	1.300e-232
ENSG00000184678	HIST2H2BE	histone cluster 2, H2be [Source:HGNC Symbol;Acc:HGNC:4760]	protein_coding	 3.3563785	 4.449441	1.070e+03	9.094e-235	1.650e-232
ENSG00000107562	CXCL12	chemokine (C-X-C motif) ligand 12 [Source:HGNC Symbol;Acc:HGNC:10672]	protein_coding	-2.6082389	 9.191792	1.069e+03	2.132e-234	3.815e-232
ENSG00000128052	KDR	kinase insert domain receptor (a type III receptor tyrosine kinase) [Source:HGNC Symbol;Acc:HGNC:6307]	protein_coding	 2.5292882	 7.612923	1.065e+03	1.365e-233	2.409e-231
ENSG00000280143	AP000892.6		TEC	-5.3204660	 4.848892	1.065e+03	1.463e-233	2.548e-231
ENSG00000221963	APOL6	apolipoprotein L, 6 [Source:HGNC Symbol;Acc:HGNC:14870]	protein_coding	-2.5477048	 6.299431	1.058e+03	3.528e-232	6.063e-230
ENSG00000173621	LRFN4	leucine rich repeat and fibronectin type III domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28456]	protein_coding	-4.0681460	 4.256283	1.058e+03	4.574e-232	7.758e-230
ENSG00000237125	HAND2-AS1	HAND2 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:48872]	antisense	 3.1228359	 8.038215	1.056e+03	1.258e-231	2.106e-229
ENSG00000135914	HTR2B	5-hydroxytryptamine (serotonin) receptor 2B, G protein-coupled [Source:HGNC Symbol;Acc:HGNC:5294]	protein_coding	-7.0276690	 2.722409	1.053e+03	5.581e-231	9.227e-229
ENSG00000196616	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide [Source:HGNC Symbol;Acc:HGNC:250]	protein_coding	-3.8090362	 7.701046	1.047e+03	1.336e-229	2.181e-227
ENSG00000148848	ADAM12	ADAM metallopeptidase domain 12 [Source:HGNC Symbol;Acc:HGNC:190]	protein_coding	-3.7199797	 3.893862	1.046e+03	1.493e-229	2.407e-227
ENSG00000197635	DPP4	dipeptidyl-peptidase 4 [Source:HGNC Symbol;Acc:HGNC:3009]	protein_coding	-2.7210316	 6.477091	1.046e+03	1.614e-229	2.571e-227
ENSG00000170214	ADRA1B	adrenoceptor alpha 1B [Source:HGNC Symbol;Acc:HGNC:278]	protein_coding	-3.8631544	 3.931628	1.034e+03	6.327e-227	9.956e-225
ENSG00000163431	LMOD1	leiomodin 1 (smooth muscle) [Source:HGNC Symbol;Acc:HGNC:6647]	protein_coding	-4.3267708	 4.006460	1.028e+03	1.593e-225	2.477e-223
ENSG00000011465	DCN	decorin [Source:HGNC Symbol;Acc:HGNC:2705]	protein_coding	-2.5436361	10.237500	1.023e+03	1.808e-224	2.778e-222
ENSG00000197142	ACSL5	acyl-CoA synthetase long-chain family member 5 [Source:HGNC Symbol;Acc:HGNC:16526]	protein_coding	-7.5617249	 2.691039	1.021e+03	4.040e-224	6.134e-222
ENSG00000104361	NIPAL2	NIPA-like domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25854]	protein_coding	-3.2907298	 4.566673	1.020e+03	6.881e-224	1.033e-221
ENSG00000109321	AREG	amphiregulin [Source:HGNC Symbol;Acc:HGNC:651]	protein_coding	-6.0353898	 3.641563	1.005e+03	1.163e-220	1.725e-218
ENSG00000128284	APOL3	apolipoprotein L, 3 [Source:HGNC Symbol;Acc:HGNC:14868]	protein_coding	-3.7551340	 3.786403	1.003e+03	4.851e-220	7.118e-218
ENSG00000099139	PCSK5	proprotein convertase subtilisin/kexin type 5 [Source:HGNC Symbol;Acc:HGNC:8747]	protein_coding	 2.8772291	 4.784884	9.988e+02	3.297e-219	4.785e-217
ENSG00000039537	C6	complement component 6 [Source:HGNC Symbol;Acc:HGNC:1339]	protein_coding	-4.6783237	 3.463691	9.969e+02	8.281e-219	1.188e-216
ENSG00000265972	TXNIP	thioredoxin interacting protein [Source:HGNC Symbol;Acc:HGNC:16952]	protein_coding	 2.4478181	10.860602	9.967e+02	9.408e-219	1.336e-216
ENSG00000065534	MYLK	myosin light chain kinase [Source:HGNC Symbol;Acc:HGNC:7590]	protein_coding	-3.9832349	 5.744040	9.931e+02	5.570e-218	7.821e-216
ENSG00000114812	VIPR1	vasoactive intestinal peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:12694]	protein_coding	 3.3169994	 5.786698	9.918e+02	1.100e-217	1.528e-215
ENSG00000180914	OXTR	oxytocin receptor [Source:HGNC Symbol;Acc:HGNC:8529]	protein_coding	-5.3103024	 3.243068	9.900e+02	2.627e-217	3.611e-215
ENSG00000117226	GBP3	guanylate binding protein 3 [Source:HGNC Symbol;Acc:HGNC:4184]	protein_coding	-3.4592833	 4.459383	9.897e+02	3.185e-217	4.333e-215
ENSG00000150540	HNMT	histamine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:5028]	protein_coding	-4.3305754	 3.501016	9.839e+02	5.731e-216	7.716e-214
ENSG00000121310	ECHDC2	enoyl CoA hydratase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23408]	protein_coding	-2.6242890	 5.643264	9.835e+02	7.073e-216	9.426e-214
ENSG00000135414	GDF11	growth differentiation factor 11 [Source:HGNC Symbol;Acc:HGNC:4216]	protein_coding	 2.6023999	 6.060127	9.793e+02	5.740e-215	7.572e-213
ENSG00000111341	MGP	matrix Gla protein [Source:HGNC Symbol;Acc:HGNC:7060]	protein_coding	-2.8974986	 7.301672	9.770e+02	1.772e-214	2.315e-212
ENSG00000074416	MGLL	monoglyceride lipase [Source:HGNC Symbol;Acc:HGNC:17038]	protein_coding	-3.4019806	 4.040049	9.721e+02	2.092e-213	2.705e-211
ENSG00000140859	KIFC3	kinesin family member C3 [Source:HGNC Symbol;Acc:HGNC:6326]	protein_coding	-3.4032036	 4.611607	9.650e+02	7.379e-212	9.448e-210
ENSG00000106624	AEBP1	AE binding protein 1 [Source:HGNC Symbol;Acc:HGNC:303]	protein_coding	-3.3390804	 6.809130	9.558e+02	7.189e-210	9.115e-208
ENSG00000136404	TM6SF1	transmembrane 6 superfamily member 1 [Source:HGNC Symbol;Acc:HGNC:11860]	protein_coding	-5.1869315	 3.197437	9.550e+02	1.086e-209	1.364e-207
ENSG00000197971	MBP	myelin basic protein [Source:HGNC Symbol;Acc:HGNC:6925]	protein_coding	-2.8758303	 5.198380	9.481e+02	3.448e-208	4.289e-206
ENSG00000140450	ARRDC4	arrestin domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28087]	protein_coding	 2.5753430	 6.871150	9.475e+02	4.605e-208	5.674e-206
ENSG00000162520	SYNC	syncoilin, intermediate filament protein [Source:HGNC Symbol;Acc:HGNC:28897]	protein_coding	-3.7733110	 3.641737	9.463e+02	8.472e-208	1.034e-205
ENSG00000108846	ABCC3	ATP-binding cassette, sub-family C (CFTR/MRP), member 3 [Source:HGNC Symbol;Acc:HGNC:54]	protein_coding	-3.3294921	 4.974420	9.425e+02	5.633e-207	6.812e-205
ENSG00000162614	NEXN	nexilin (F actin binding protein) [Source:HGNC Symbol;Acc:HGNC:29557]	protein_coding	-3.5729522	 6.624329	9.421e+02	7.015e-207	8.405e-205
ENSG00000187688	TRPV2	transient receptor potential cation channel, subfamily V, member 2 [Source:HGNC Symbol;Acc:HGNC:18082]	protein_coding	-3.1864123	 5.440518	9.406e+02	1.443e-206	1.713e-204
ENSG00000120820	GLT8D2	glycosyltransferase 8 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24890]	protein_coding	-3.1451602	 4.130228	9.387e+02	3.837e-206	4.514e-204
ENSG00000106772	PRUNE2	prune homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:25209]	protein_coding	-4.0381687	 3.566746	9.368e+02	1.006e-205	1.173e-203
ENSG00000104611	SH2D4A	SH2 domain containing 4A [Source:HGNC Symbol;Acc:HGNC:26102]	protein_coding	-3.2647355	 4.044202	9.302e+02	2.737e-204	3.163e-202
ENSG00000203814	HIST2H2BF	histone cluster 2, H2bf [Source:HGNC Symbol;Acc:HGNC:24700]	protein_coding	 5.1125014	 2.716354	9.274e+02	1.063e-203	1.218e-201
ENSG00000154262	ABCA6	ATP-binding cassette, sub-family A (ABC1), member 6 [Source:HGNC Symbol;Acc:HGNC:36]	protein_coding	-3.0583876	 6.191697	9.254e+02	2.962e-203	3.364e-201
ENSG00000184702	SEPT5	septin 5 [Source:HGNC Symbol;Acc:HGNC:9164]	protein_coding	-3.5141856	 3.691562	9.113e+02	3.454e-200	3.889e-198
ENSG00000253304	TMEM200B	transmembrane protein 200B [Source:HGNC Symbol;Acc:HGNC:33785]	protein_coding	-3.2303589	 4.084373	9.080e+02	1.823e-199	2.035e-197
ENSG00000196787	HIST1H2AG	histone cluster 1, H2ag [Source:HGNC Symbol;Acc:HGNC:4737]	protein_coding	 4.3729063	 3.118206	8.993e+02	1.365e-197	1.510e-195
ENSG00000099998	GGT5	gamma-glutamyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:4260]	protein_coding	-3.5766424	 5.742650	8.961e+02	6.934e-197	7.610e-195
ENSG00000078114	NEBL	nebulette [Source:HGNC Symbol;Acc:HGNC:16932]	protein_coding	-5.0075136	 2.703146	8.958e+02	8.011e-197	8.718e-195
ENSG00000099377	HSD3B7	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7 [Source:HGNC Symbol;Acc:HGNC:18324]	protein_coding	-4.6867260	 2.933082	8.923e+02	4.519e-196	4.877e-194
ENSG00000164932	CTHRC1	collagen triple helix repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:18831]	protein_coding	-2.4397533	 6.285261	8.889e+02	2.581e-195	2.763e-193
ENSG00000077942	FBLN1	fibulin 1 [Source:HGNC Symbol;Acc:HGNC:3600]	protein_coding	-2.5470767	 8.470722	8.793e+02	3.131e-193	3.325e-191
ENSG00000122176	FMOD	fibromodulin [Source:HGNC Symbol;Acc:HGNC:3774]	protein_coding	-2.6602184	 5.742536	8.757e+02	1.849e-192	1.947e-190
ENSG00000106823	ECM2	extracellular matrix protein 2, female organ and adipocyte specific [Source:HGNC Symbol;Acc:HGNC:3154]	protein_coding	-4.9827559	 3.340856	8.753e+02	2.275e-192	2.377e-190
ENSG00000162706	CADM3	cell adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:17601]	protein_coding	-3.5837011	 3.628706	8.692e+02	4.892e-191	5.070e-189
ENSG00000080200	CRYBG3	beta-gamma crystallin domain containing 3 [Source:HGNC Symbol;Acc:HGNC:34427]	protein_coding	 2.4527241	 7.378168	8.629e+02	1.167e-189	1.200e-187
ENSG00000101040	ZMYND8	zinc finger, MYND-type containing 8 [Source:HGNC Symbol;Acc:HGNC:9397]	protein_coding	-2.6146875	 5.485221	8.627e+02	1.272e-189	1.298e-187
ENSG00000163191	S100A11	S100 calcium binding protein A11 [Source:HGNC Symbol;Acc:HGNC:10488]	protein_coding	-2.4619398	 6.586041	8.604e+02	3.986e-189	4.035e-187
ENSG00000099284	H2AFY2	H2A histone family, member Y2 [Source:HGNC Symbol;Acc:HGNC:14453]	protein_coding	-4.9836165	 2.709793	8.604e+02	4.058e-189	4.077e-187
ENSG00000143127	ITGA10	integrin, alpha 10 [Source:HGNC Symbol;Acc:HGNC:6135]	protein_coding	-3.2611378	 4.003408	8.595e+02	6.408e-189	6.388e-187
ENSG00000267534	S1PR2	sphingosine-1-phosphate receptor 2 [Source:HGNC Symbol;Acc:HGNC:3169]	protein_coding	-2.7311563	 4.720476	8.575e+02	1.681e-188	1.663e-186
ENSG00000136826	KLF4	Kruppel-like factor 4 (gut) [Source:HGNC Symbol;Acc:HGNC:6348]	protein_coding	-2.8972427	 4.683314	8.529e+02	1.716e-187	1.685e-185
ENSG00000112297	AIM1	absent in melanoma 1 [Source:HGNC Symbol;Acc:HGNC:356]	protein_coding	-4.5081826	 2.879837	8.513e+02	3.754e-187	3.659e-185
ENSG00000125089	SH3TC1	SH3 domain and tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:HGNC:26009]	protein_coding	-3.5793023	 3.537549	8.466e+02	3.904e-186	3.777e-184
ENSG00000092621	PHGDH	phosphoglycerate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8923]	protein_coding	-2.5981571	 7.018074	8.435e+02	1.846e-185	1.772e-183
ENSG00000105974	CAV1	caveolin 1, caveolae protein, 22kDa [Source:HGNC Symbol;Acc:HGNC:1527]	protein_coding	-2.3439365	 7.152255	8.427e+02	2.793e-185	2.663e-183
ENSG00000107796	ACTA2	actin, alpha 2, smooth muscle, aorta [Source:HGNC Symbol;Acc:HGNC:130]	protein_coding	-3.4668308	 8.287713	8.361e+02	7.704e-184	7.291e-182
ENSG00000077092	RARB	retinoic acid receptor, beta [Source:HGNC Symbol;Acc:HGNC:9865]	protein_coding	 3.1177584	 4.068620	8.349e+02	1.403e-183	1.318e-181
ENSG00000149591	TAGLN	transgelin [Source:HGNC Symbol;Acc:HGNC:11553]	protein_coding	-4.8423562	 9.275946	8.329e+02	3.854e-183	3.595e-181
ENSG00000156453	PCDH1	protocadherin 1 [Source:HGNC Symbol;Acc:HGNC:8655]	protein_coding	-3.4663876	 3.700382	8.327e+02	4.224e-183	3.913e-181
ENSG00000115738	ID2	inhibitor of DNA binding 2, dominant negative helix-loop-helix protein [Source:HGNC Symbol;Acc:HGNC:5361]	protein_coding	 3.0011825	 4.360199	8.320e+02	5.903e-183	5.430e-181
ENSG00000132000	PODNL1	podocan-like 1 [Source:HGNC Symbol;Acc:HGNC:26275]	protein_coding	-4.7039841	 2.685205	8.306e+02	1.214e-182	1.109e-180
ENSG00000102359	SRPX2	sushi-repeat containing protein, X-linked 2 [Source:HGNC Symbol;Acc:HGNC:30668]	protein_coding	-2.5132125	 6.207013	8.211e+02	1.418e-180	1.286e-178
ENSG00000179954	SSC5D	scavenger receptor cysteine rich family, 5 domains [Source:HGNC Symbol;Acc:HGNC:26641]	protein_coding	-2.8891276	 5.539141	8.145e+02	3.707e-179	3.339e-177
